MD_EARN_WNE_P10,STUFACR,STUFACR,C150_4,ADM_RATE,MD_EARN_WNE_P10
20142.0,3.0,3.0,,,20142.0
,,,,,
51006.0,10.0,10.0,0.1667,,51006.0
,4.0,4.0,0.25,0.7143,
,,,,,
19432.0,9.0,9.0,,,19432.0
26551.0,15.0,15.0,,,26551.0
15511.0,14.0,14.0,,,15511.0
45713.0,8.0,8.0,,,45713.0
54323.0,24.0,24.0,,,54323.0
54323.0,24.0,24.0,,,54323.0
22285.0,20.0,20.0,,,22285.0
28570.0,40.0,40.0,,,28570.0
30737.0,12.0,12.0,,0.9483,30737.0
22480.0,15.0,15.0,,,22480.0
16575.0,12.0,12.0,,,16575.0
33472.0,12.0,12.0,,,33472.0
102672.0,20.0,20.0,1.0,,102672.0
37474.0,7.0,7.0,0.3333,,37474.0
45538.0,8.0,8.0,,,45538.0
79878.0,10.0,10.0,0.601,0.6637,79878.0
35132.0,14.0,14.0,,,35132.0
19761.0,21.0,21.0,0.6748,,19761.0
36089.0,15.0,15.0,,,36089.0
,19.0,19.0,1.0,0.9167,
37423.0,11.0,11.0,,,37423.0
26897.0,12.0,12.0,,,26897.0
31102.0,50.0,50.0,0.5213,,31102.0
32493.0,8.0,8.0,,,32493.0
27182.0,10.0,10.0,,,27182.0
,,,,,
27406.0,28.0,28.0,,,27406.0
40092.0,41.0,41.0,1.0,,40092.0
40092.0,41.0,41.0,0.5,,40092.0
21241.0,12.0,12.0,,,21241.0
31330.0,11.0,11.0,,,31330.0
22271.0,12.0,12.0,,,22271.0
29576.0,18.0,18.0,0.6441,,29576.0
,,,,,
48414.0,1.0,1.0,,,48414.0
18580.0,10.0,10.0,,,18580.0
42568.0,26.0,26.0,,,42568.0
22831.0,12.0,12.0,,,22831.0
28806.0,10.0,10.0,0.6596,0.7778,28806.0
17970.0,,,,,17970.0
23921.0,20.0,20.0,,,23921.0
25073.0,16.0,16.0,,,25073.0
25073.0,16.0,16.0,,,25073.0
38938.0,20.0,20.0,,,38938.0
24047.0,15.0,15.0,,,24047.0
35017.0,18.0,18.0,,,35017.0
39494.0,16.0,16.0,,,39494.0
37709.0,10.0,10.0,0.1053,,37709.0
23023.0,15.0,15.0,,,23023.0
,27.0,27.0,0.4103,0.5783,
21365.0,20.0,20.0,,,21365.0
25089.0,10.0,10.0,,,25089.0
23966.0,17.0,17.0,,,23966.0
22916.0,8.0,8.0,,0.6308,22916.0
30337.0,15.0,15.0,,,30337.0
36330.0,17.0,17.0,,,36330.0
32195.0,14.0,14.0,,,32195.0
20854.0,30.0,30.0,,,20854.0
25847.0,7.0,7.0,,,25847.0
26068.0,12.0,12.0,,,26068.0
17162.0,14.0,14.0,,,17162.0
,,,,,
25373.0,10.0,10.0,,,25373.0
16002.0,12.0,12.0,,,16002.0
33696.0,4.0,4.0,0.25,,33696.0
27126.0,12.0,12.0,0.6867,,27126.0
58389.0,20.0,20.0,,,58389.0
35562.0,7.0,7.0,,,35562.0
31156.0,17.0,17.0,,0.9709,31156.0
29287.0,15.0,15.0,,,29287.0
17556.0,10.0,10.0,,,17556.0
24707.0,14.0,14.0,,,24707.0
28951.0,11.0,11.0,,,28951.0
36144.0,40.0,40.0,0.2284,,36144.0
,,,,,
36144.0,12.0,12.0,0.28,,36144.0
64368.0,19.0,19.0,0.6745,0.8946,64368.0
31349.0,26.0,26.0,0.3978,,31349.0
26897.0,5.0,5.0,,,26897.0
38673.0,22.0,22.0,,,38673.0
31349.0,25.0,25.0,,,31349.0
48991.0,19.0,19.0,0.0,1.0,48991.0
39876.0,30.0,30.0,,,39876.0
27406.0,26.0,26.0,,,27406.0
22859.0,8.0,8.0,,,22859.0
21954.0,19.0,19.0,,,21954.0
27803.0,13.0,13.0,,,27803.0
27803.0,20.0,20.0,,,27803.0
97827.0,41.0,41.0,0.5922,0.8755,97827.0
43418.0,13.0,13.0,0.5261,0.7334,43418.0
120163.0,10.0,10.0,,,120163.0
32886.0,21.0,21.0,,,32886.0
46441.0,15.0,15.0,,,46441.0
19120.0,4.0,4.0,,,19120.0
51222.0,35.0,35.0,,,51222.0
25088.0,20.0,20.0,,,25088.0
25088.0,20.0,20.0,,,25088.0
,,,,,
38683.0,16.0,16.0,,,38683.0
27530.0,35.0,35.0,,,27530.0
32349.0,12.0,12.0,,,32349.0
,,,,,
,,,,,
49520.0,14.0,14.0,0.5038,0.4421,49520.0
32088.0,8.0,8.0,,,32088.0
34846.0,20.0,20.0,,,34846.0
28190.0,25.0,25.0,,,28190.0
39888.0,12.0,12.0,,,39888.0
34577.0,15.0,15.0,,,34577.0
39217.0,25.0,25.0,,,39217.0
,16.0,16.0,,,
48962.0,6.0,6.0,,,48962.0
40650.0,10.0,10.0,0.2679,0.551,40650.0
20156.0,17.0,17.0,,,20156.0
24290.0,14.0,14.0,,,24290.0
26872.0,20.0,20.0,,,26872.0
16715.0,10.0,10.0,,,16715.0
37571.0,11.0,11.0,,1.0,37571.0
43264.0,8.0,8.0,,,43264.0
31758.0,5.0,5.0,0.3488,0.8283,31758.0
11998.0,6.0,6.0,,,11998.0
39544.0,11.0,11.0,0.4255,,39544.0
29893.0,28.0,28.0,,,29893.0
62144.0,15.0,15.0,0.621,0.1012,62144.0
28865.0,12.0,12.0,,,28865.0
31853.0,15.0,15.0,0.8475,,31853.0
52374.0,16.0,16.0,0.3182,0.8431,52374.0
39293.0,13.0,13.0,,,39293.0
26422.0,10.0,10.0,0.7526,,26422.0
33601.0,21.0,21.0,,,33601.0
80980.0,15.0,15.0,,,80980.0
23589.0,18.0,18.0,,,23589.0
24022.0,12.0,12.0,,,24022.0
24022.0,20.0,20.0,,,24022.0
49841.0,23.0,23.0,0.7083,0.9742,49841.0
38317.0,40.0,40.0,,,38317.0
37518.0,32.0,32.0,0.4651,,37518.0
20892.0,12.0,12.0,,,20892.0
24707.0,11.0,11.0,,,24707.0
29073.0,12.0,12.0,,,29073.0
33070.0,27.0,27.0,,,33070.0
31141.0,21.0,21.0,,,31141.0
31141.0,19.0,19.0,,,31141.0
47730.0,18.0,18.0,0.1966,0.9364,47730.0
,,,,,
27314.0,17.0,17.0,,,27314.0
51684.0,7.0,7.0,,,51684.0
34799.0,7.0,7.0,,,34799.0
16540.0,21.0,21.0,,,16540.0
30781.0,20.0,20.0,,,30781.0
38492.0,29.0,29.0,,,38492.0
45468.0,26.0,26.0,,,45468.0
,14.0,14.0,,,
,,,,,
42518.0,12.0,12.0,,,42518.0
67739.0,5.0,5.0,0.6406,,67739.0
25222.0,10.0,10.0,,,25222.0
20371.0,10.0,10.0,,,20371.0
23615.0,19.0,19.0,,,23615.0
18116.0,20.0,20.0,,,18116.0
25408.0,14.0,14.0,,,25408.0
34577.0,14.0,14.0,,,34577.0
35418.0,16.0,16.0,0.4386,0.835,35418.0
21175.0,20.0,20.0,,,21175.0
35225.0,20.0,20.0,,,35225.0
18159.0,13.0,13.0,,,18159.0
29839.0,14.0,14.0,,,29839.0
31497.0,12.0,12.0,,,31497.0
28013.0,20.0,20.0,,,28013.0
16758.0,10.0,10.0,,,16758.0
30187.0,7.0,7.0,,,30187.0
23620.0,15.0,15.0,,,23620.0
30829.0,13.0,13.0,,,30829.0
31963.0,14.0,14.0,,,31963.0
28615.0,8.0,8.0,,,28615.0
27545.0,20.0,20.0,,,27545.0
38317.0,27.0,27.0,,,38317.0
23722.0,9.0,9.0,,,23722.0
48341.0,46.0,46.0,,,48341.0
40292.0,27.0,27.0,,,40292.0
34104.0,14.0,14.0,,,34104.0
24707.0,11.0,11.0,,,24707.0
39080.0,11.0,11.0,0.5495,,39080.0
,,,,,
51112.0,19.0,19.0,,,51112.0
23589.0,16.0,16.0,,,23589.0
53788.0,9.0,9.0,,,53788.0
24879.0,20.0,20.0,,,24879.0
40092.0,41.0,41.0,0.2222,,40092.0
38673.0,23.0,23.0,,,38673.0
29534.0,12.0,12.0,,,29534.0
29534.0,15.0,15.0,,,29534.0
19761.0,17.0,17.0,0.8462,,19761.0
33070.0,22.0,22.0,,,33070.0
18753.0,12.0,12.0,,,18753.0
46396.0,21.0,21.0,,,46396.0
44409.0,24.0,24.0,0.5547,,44409.0
,7.0,7.0,,,
50801.0,15.0,15.0,,,50801.0
114785.0,11.0,11.0,0.5,0.4923,114785.0
19665.0,24.0,24.0,,,19665.0
37453.0,15.0,15.0,,,37453.0
25770.0,7.0,7.0,,,25770.0
,9.0,9.0,,,
23718.0,12.0,12.0,,,23718.0
,,,,,
30784.0,10.0,10.0,,,30784.0
40816.0,25.0,25.0,,0.6897,40816.0
60311.0,21.0,21.0,,,60311.0
28828.0,19.0,19.0,,,28828.0
24635.0,7.0,7.0,,,24635.0
23538.0,18.0,18.0,,,23538.0
40359.0,16.0,16.0,,0.5,40359.0
,12.0,12.0,0.44,0.7051,
,11.0,11.0,,,
31997.0,20.0,20.0,,,31997.0
31071.0,30.0,30.0,,,31071.0
40823.0,30.0,30.0,,,40823.0
35933.0,6.0,6.0,0.24,0.2041,35933.0
40829.0,10.0,10.0,,,40829.0
21362.0,6.0,6.0,,,21362.0
24835.0,14.0,14.0,,,24835.0
35507.0,6.0,6.0,,,35507.0
,1.0,1.0,,,
28355.0,9.0,9.0,,0.5814,28355.0
,5.0,5.0,0.2,0.7826,
,14.0,14.0,,,
34421.0,14.0,14.0,0.1176,,34421.0
22378.0,16.0,16.0,,,22378.0
,,,,,
26897.0,8.0,8.0,,,26897.0
26897.0,14.0,14.0,,,26897.0
26897.0,8.0,8.0,,,26897.0
26262.0,13.0,13.0,,,26262.0
34949.0,9.0,9.0,,,34949.0
36368.0,20.0,20.0,,,36368.0
36368.0,18.0,18.0,,,36368.0
22177.0,,,,,22177.0
22177.0,30.0,30.0,,,22177.0
40092.0,41.0,41.0,0.0,,40092.0
68424.0,,,,,68424.0
40092.0,41.0,41.0,0.0,,40092.0
27446.0,9.0,9.0,,,27446.0
28954.0,13.0,13.0,,,28954.0
39080.0,8.0,8.0,0.6,,39080.0
23921.0,17.0,17.0,,,23921.0
22377.0,17.0,17.0,,,22377.0
23925.0,17.0,17.0,,,23925.0
33193.0,7.0,7.0,,,33193.0
33546.0,13.0,13.0,,,33546.0
31723.0,8.0,8.0,,,31723.0
39633.0,27.0,27.0,,,39633.0
39633.0,,,,,39633.0
16575.0,21.0,21.0,,,16575.0
31914.0,16.0,16.0,,,31914.0
63534.0,28.0,28.0,0.3261,,63534.0
41651.0,11.0,11.0,,,41651.0
32613.0,10.0,10.0,,,32613.0
11585.0,20.0,20.0,,,11585.0
,15.0,15.0,,,
31204.0,10.0,10.0,,,31204.0
,,,,,
22029.0,13.0,13.0,,,22029.0
29081.0,25.0,25.0,0.1915,,29081.0
25024.0,18.0,18.0,,,25024.0
29426.0,17.0,17.0,,,29426.0
29449.0,17.0,17.0,,,29449.0
23366.0,10.0,10.0,,,23366.0
26893.0,7.0,7.0,,,26893.0
41976.0,36.0,36.0,,,41976.0
27346.0,12.0,12.0,,,27346.0
14195.0,12.0,12.0,,,14195.0
16853.0,20.0,20.0,,,16853.0
16682.0,8.0,8.0,,,16682.0
21504.0,20.0,20.0,,,21504.0
23185.0,10.0,10.0,,,23185.0
25129.0,12.0,12.0,,,25129.0
25685.0,11.0,11.0,,,25685.0
31548.0,14.0,14.0,,0.8964,31548.0
82560.0,8.0,8.0,0.2,0.8889,82560.0
62526.0,21.0,21.0,0.1818,0.59,62526.0
22432.0,11.0,11.0,0.2692,0.9189,22432.0
107249.0,10.0,10.0,,0.2837,107249.0
37219.0,16.0,16.0,,,37219.0
30468.0,21.0,21.0,,,30468.0
43409.0,44.0,44.0,,,43409.0
30894.0,32.0,32.0,,,30894.0
20182.0,26.0,26.0,,,20182.0
,,,,,
21197.0,11.0,11.0,,,21197.0
,25.0,25.0,,,
29648.0,17.0,17.0,0.772,,29648.0
23721.0,13.0,13.0,,,23721.0
20414.0,15.0,15.0,,,20414.0
31051.0,7.0,7.0,,,31051.0
24668.0,5.0,5.0,,,24668.0
28693.0,22.0,22.0,,,28693.0
21033.0,6.0,6.0,0.48,,21033.0
32568.0,16.0,16.0,0.1553,,32568.0
36783.0,10.0,10.0,0.3373,,36783.0
31349.0,18.0,18.0,,,31349.0
31349.0,20.0,20.0,0.3825,,31349.0
21153.0,10.0,10.0,,,21153.0
,15.0,15.0,0.6471,0.7585,
31370.0,14.0,14.0,,,31370.0
30481.0,6.0,6.0,,,30481.0
29898.0,39.0,39.0,,,29898.0
26293.0,9.0,9.0,,0.9545,26293.0
32886.0,18.0,18.0,,,32886.0
34577.0,10.0,10.0,,,34577.0
,7.0,7.0,,,
,8.0,8.0,,,
,16.0,16.0,,,
61480.0,13.0,13.0,0.641,,61480.0
40092.0,41.0,41.0,0.2857,,40092.0
40092.0,41.0,41.0,0.25,,40092.0
,12.0,12.0,,,
37423.0,9.0,9.0,,,37423.0
,20.0,20.0,,,
58065.0,8.0,8.0,0.5625,0.4527,58065.0
92405.0,18.0,18.0,0.375,0.9091,92405.0
92405.0,8.0,8.0,0.1111,0.7857,92405.0
92405.0,10.0,10.0,0.0,0.8333,92405.0
32317.0,11.0,11.0,,,32317.0
22378.0,21.0,21.0,,,22378.0
22378.0,25.0,25.0,,,22378.0
55552.0,2.0,2.0,,,55552.0
26287.0,15.0,15.0,,,26287.0
24367.0,22.0,22.0,,,24367.0
,15.0,15.0,,,
29384.0,22.0,22.0,,,29384.0
35089.0,25.0,25.0,,,35089.0
,15.0,15.0,,,
25845.0,19.0,19.0,,,25845.0
32926.0,23.0,23.0,,,32926.0
30896.0,14.0,14.0,0.4756,,30896.0
24366.0,40.0,40.0,,,24366.0
62209.0,16.0,16.0,,,62209.0
32001.0,71.0,71.0,,,32001.0
,5.0,5.0,,,
,,,,,
81809.0,16.0,16.0,,,81809.0
47792.0,25.0,25.0,,,47792.0
24319.0,4.0,4.0,,,24319.0
15626.0,15.0,15.0,,,15626.0
21775.0,16.0,16.0,,,21775.0
16984.0,8.0,8.0,,,16984.0
26774.0,16.0,16.0,,,26774.0
28955.0,14.0,14.0,,,28955.0
,14.0,14.0,,,
28554.0,11.0,11.0,,,28554.0
27330.0,10.0,10.0,,,27330.0
26236.0,12.0,12.0,,,26236.0
25109.0,13.0,13.0,,,25109.0
46719.0,5.0,5.0,,,46719.0
22797.0,20.0,20.0,,,22797.0
36447.0,24.0,24.0,,,36447.0
25931.0,18.0,18.0,,,25931.0
,,,,,
28148.0,13.0,13.0,,,28148.0
,19.0,19.0,,,
26873.0,15.0,15.0,,,26873.0
,,,,,
18720.0,25.0,25.0,,,18720.0
66087.0,23.0,23.0,,0.6603,66087.0
40407.0,15.0,15.0,,,40407.0
25293.0,10.0,10.0,,,25293.0
35778.0,8.0,8.0,,,35778.0
,27.0,27.0,0.6585,0.7174,
30231.0,14.0,14.0,,,30231.0
28363.0,18.0,18.0,,,28363.0
28323.0,8.0,8.0,,,28323.0
33293.0,10.0,10.0,,,33293.0
32162.0,20.0,20.0,,,32162.0
27153.0,10.0,10.0,,,27153.0
,,,,,
56899.0,,,,,56899.0
32754.0,21.0,21.0,,,32754.0
26652.0,18.0,18.0,,,26652.0
26652.0,31.0,31.0,,,26652.0
40042.0,19.0,19.0,,,40042.0
32886.0,15.0,15.0,,,32886.0
56899.0,7.0,7.0,,0.5405,56899.0
52669.0,13.0,13.0,,,52669.0
27201.0,11.0,11.0,,,27201.0
46895.0,18.0,18.0,,,46895.0
30336.0,16.0,16.0,,,30336.0
46264.0,12.0,12.0,0.3559,0.8712,46264.0
,12.0,12.0,,,
,,,,,
,,,,,
25811.0,15.0,15.0,,,25811.0
26323.0,16.0,16.0,,,26323.0
19347.0,22.0,22.0,,,19347.0
31369.0,19.0,19.0,,,31369.0
35650.0,17.0,17.0,,,35650.0
25671.0,16.0,16.0,,,25671.0
27891.0,11.0,11.0,,,27891.0
19244.0,8.0,8.0,,,19244.0
23567.0,12.0,12.0,,,23567.0
,20.0,20.0,,,
29384.0,20.0,20.0,,,29384.0
22160.0,12.0,12.0,,,22160.0
,,,,,
,16.0,16.0,,,
25306.0,21.0,21.0,,,25306.0
38673.0,26.0,26.0,,,38673.0
31064.0,20.0,20.0,,,31064.0
37609.0,20.0,20.0,,,37609.0
23925.0,15.0,15.0,,,23925.0
33293.0,5.0,5.0,,,33293.0
31102.0,15.0,15.0,,,31102.0
38015.0,22.0,22.0,,,38015.0
28376.0,8.0,8.0,,,28376.0
34509.0,14.0,14.0,,,34509.0
47540.0,3.0,3.0,0.0,,47540.0
47540.0,5.0,5.0,0.2,,47540.0
30072.0,14.0,14.0,,,30072.0
30060.0,18.0,18.0,,,30060.0
,,,,,
27987.0,13.0,13.0,,,27987.0
31102.0,14.0,14.0,,,31102.0
22412.0,15.0,15.0,,,22412.0
22412.0,15.0,15.0,,,22412.0
40092.0,41.0,41.0,,,40092.0
25699.0,14.0,14.0,,,25699.0
38317.0,29.0,29.0,,,38317.0
29737.0,24.0,24.0,,,29737.0
31102.0,18.0,18.0,,,31102.0
69020.0,14.0,14.0,0.5862,0.717,69020.0
23421.0,20.0,20.0,,,23421.0
29534.0,12.0,12.0,,,29534.0
26804.0,10.0,10.0,,,26804.0
24879.0,19.0,19.0,,,24879.0
59398.0,15.0,15.0,1.0,,59398.0
36718.0,29.0,29.0,,,36718.0
43731.0,23.0,23.0,,,43731.0
92405.0,7.0,7.0,,0.9,92405.0
8579.0,10.0,10.0,,,8579.0
36089.0,15.0,15.0,,,36089.0
65875.0,6.0,6.0,,,65875.0
25139.0,22.0,22.0,,,25139.0
,,,,,
49108.0,25.0,25.0,0.84,,49108.0
61195.0,10.0,10.0,,,61195.0
22452.0,25.0,25.0,,,22452.0
,9.0,9.0,,,
,12.0,12.0,,,
38933.0,6.0,6.0,,,38933.0
36180.0,10.0,10.0,,,36180.0
37652.0,7.0,7.0,,,37652.0
23985.0,13.0,13.0,,,23985.0
38062.0,5.0,5.0,,,38062.0
53341.0,14.0,14.0,,,53341.0
27037.0,9.0,9.0,,,27037.0
27856.0,12.0,12.0,,,27856.0
25196.0,22.0,22.0,,,25196.0
25629.0,15.0,15.0,,,25629.0
30962.0,11.0,11.0,,,30962.0
40523.0,6.0,6.0,0.5455,,40523.0
27947.0,20.0,20.0,,,27947.0
67290.0,10.0,10.0,,,67290.0
36432.0,21.0,21.0,,,36432.0
26715.0,16.0,16.0,,,26715.0
,15.0,15.0,,,
31963.0,20.0,20.0,,,31963.0
25337.0,15.0,15.0,,,25337.0
32858.0,16.0,16.0,,,32858.0
18946.0,15.0,15.0,,,18946.0
,10.0,10.0,,,
,7.0,7.0,,,
22440.0,15.0,15.0,,,22440.0
14345.0,21.0,21.0,,,14345.0
28336.0,13.0,13.0,,,28336.0
21123.0,7.0,7.0,,,21123.0
28841.0,14.0,14.0,,,28841.0
26415.0,15.0,15.0,,,26415.0
33273.0,30.0,30.0,,,33273.0
32709.0,4.0,4.0,,,32709.0
41461.0,19.0,19.0,,,41461.0
40540.0,18.0,18.0,,,40540.0
47865.0,7.0,7.0,,,47865.0
26460.0,7.0,7.0,,,26460.0
32002.0,12.0,12.0,,,32002.0
77338.0,3.0,3.0,,,77338.0
22606.0,11.0,11.0,,,22606.0
,2.0,2.0,,1.0,
37558.0,4.0,4.0,,,37558.0
33859.0,13.0,13.0,,,33859.0
46553.0,10.0,10.0,,,46553.0
18056.0,15.0,15.0,,,18056.0
36432.0,10.0,10.0,,1.0,36432.0
30572.0,9.0,9.0,,,30572.0
26392.0,45.0,45.0,,,26392.0
30280.0,16.0,16.0,,,30280.0
29145.0,11.0,11.0,,,29145.0
21547.0,14.0,14.0,,,21547.0
,4.0,4.0,0.1429,,
31213.0,9.0,9.0,,,31213.0
32491.0,20.0,20.0,,,32491.0
,9.0,9.0,,,
30744.0,11.0,11.0,,,30744.0
102672.0,20.0,20.0,0.7333,,102672.0
102672.0,18.0,18.0,0.6429,,102672.0
27652.0,18.0,18.0,,,27652.0
31102.0,14.0,14.0,,,31102.0
31102.0,19.0,19.0,,,31102.0
33685.0,7.0,7.0,0.3913,,33685.0
34726.0,23.0,23.0,,,34726.0
22377.0,17.0,17.0,,,22377.0
23921.0,18.0,18.0,,,23921.0
24397.0,16.0,16.0,,,24397.0
25073.0,21.0,21.0,,,25073.0
24407.0,21.0,21.0,,,24407.0
24397.0,19.0,19.0,,,24397.0
40092.0,41.0,41.0,0.0,,40092.0
40092.0,41.0,41.0,0.2917,,40092.0
40092.0,41.0,41.0,,,40092.0
40092.0,41.0,41.0,0.25,,40092.0
40092.0,41.0,41.0,0.1111,,40092.0
36783.0,8.0,8.0,0.1831,,36783.0
24022.0,13.0,13.0,,,24022.0
24397.0,16.0,16.0,,,24397.0
25073.0,11.0,11.0,,,25073.0
23925.0,16.0,16.0,,,23925.0
29340.0,15.0,15.0,,,29340.0
28691.0,15.0,15.0,,,28691.0
29167.0,22.0,22.0,,,29167.0
29671.0,23.0,23.0,,,29671.0
79550.0,82.0,82.0,0.7736,,79550.0
66844.0,15.0,15.0,0.7096,,66844.0
29418.0,21.0,21.0,,,29418.0
34421.0,12.0,12.0,0.2143,,34421.0
34421.0,8.0,8.0,0.3333,,34421.0
38020.0,21.0,21.0,,,38020.0
27683.0,16.0,16.0,,,27683.0
28934.0,15.0,15.0,,,28934.0
32242.0,17.0,17.0,,,32242.0
30259.0,19.0,19.0,,,30259.0
26408.0,10.0,10.0,,,26408.0
41928.0,20.0,20.0,,,41928.0
26881.0,20.0,20.0,,,26881.0
,9.0,9.0,,,
34086.0,9.0,9.0,0.7045,1.0,34086.0
32156.0,18.0,18.0,,,32156.0
29644.0,6.0,6.0,,,29644.0
33559.0,15.0,15.0,,,33559.0
16263.0,12.0,12.0,,,16263.0
21571.0,25.0,25.0,,,21571.0
20236.0,5.0,5.0,,,20236.0
31648.0,13.0,13.0,,,31648.0
25122.0,9.0,9.0,,,25122.0
40803.0,8.0,8.0,0.5556,,40803.0
104805.0,,,,,104805.0
56899.0,,,,,56899.0
104805.0,8.0,8.0,,,104805.0
36909.0,15.0,15.0,0.25,0.9348,36909.0
36909.0,13.0,13.0,0.6,0.9508,36909.0
54338.0,18.0,18.0,0.314,0.9609,54338.0
33193.0,23.0,23.0,,,33193.0
27035.0,25.0,25.0,,,27035.0
27035.0,25.0,25.0,,,27035.0
40092.0,41.0,41.0,0.3158,,40092.0
25542.0,20.0,20.0,,,25542.0
36368.0,20.0,20.0,,,36368.0
29898.0,12.0,12.0,,,29898.0
30481.0,18.0,18.0,,,30481.0
30072.0,12.0,12.0,,,30072.0
30060.0,10.0,10.0,,,30060.0
38673.0,21.0,21.0,,,38673.0
38284.0,12.0,12.0,,,38284.0
31102.0,19.0,19.0,,,31102.0
42456.0,26.0,26.0,,0.9455,42456.0
34098.0,23.0,23.0,,0.9057,34098.0
35242.0,25.0,25.0,,1.0,35242.0
43418.0,11.0,11.0,0.0,0.675,43418.0
,5.0,5.0,0.1,0.0106,
,8.0,8.0,,0.1282,
52133.0,22.0,22.0,,,52133.0
51206.0,26.0,26.0,,,51206.0
29392.0,18.0,18.0,,,29392.0
24879.0,5.0,5.0,,,24879.0
22378.0,13.0,13.0,,,22378.0
51222.0,43.0,43.0,,,51222.0
18694.0,21.0,21.0,,,18694.0
20948.0,17.0,17.0,,,20948.0
38880.0,23.0,23.0,,,38880.0
,13.0,13.0,,,
24368.0,9.0,9.0,,,24368.0
31102.0,11.0,11.0,,,31102.0
31102.0,28.0,28.0,,,31102.0
31102.0,20.0,20.0,,,31102.0
33003.0,25.0,25.0,,,33003.0
92405.0,9.0,9.0,1.0,0.5,92405.0
35839.0,15.0,15.0,,,35839.0
23524.0,17.0,17.0,,,23524.0
16826.0,36.0,36.0,,,16826.0
26885.0,13.0,13.0,,,26885.0
,10.0,10.0,,,
34900.0,13.0,13.0,,,34900.0
38830.0,26.0,26.0,,,38830.0
42269.0,43.0,43.0,0.3514,,42269.0
24581.0,4.0,4.0,0.0,,24581.0
34457.0,12.0,12.0,,,34457.0
,10.0,10.0,,,
,,,,,
,,,,,
29633.0,3.0,3.0,0.6833,,29633.0
21099.0,11.0,11.0,,,21099.0
25817.0,13.0,13.0,,,25817.0
,22.0,22.0,,,
,7.0,7.0,,,
,10.0,10.0,,0.9,
29972.0,11.0,11.0,0.6842,,29972.0
,15.0,15.0,,,
,10.0,10.0,,,
,17.0,17.0,,,
22340.0,10.0,10.0,,,22340.0
62978.0,85.0,85.0,,,62978.0
,2.0,2.0,,,
,10.0,10.0,,,
,5.0,5.0,,,
27126.0,14.0,14.0,,,27126.0
44892.0,10.0,10.0,,,44892.0
33132.0,16.0,16.0,,,33132.0
45893.0,9.0,9.0,,,45893.0
,,,,,
36048.0,8.0,8.0,,,36048.0
28107.0,10.0,10.0,,,28107.0
,8.0,8.0,0.75,1.0,
,9.0,9.0,,,
,20.0,20.0,,,
47161.0,9.0,9.0,,,47161.0
25148.0,12.0,12.0,,,25148.0
,20.0,20.0,,,
17966.0,13.0,13.0,,,17966.0
,10.0,10.0,,,
,5.0,5.0,,,
24470.0,12.0,12.0,,,24470.0
,23.0,23.0,,,
,14.0,14.0,,,
,9.0,9.0,,,
14602.0,9.0,9.0,,,14602.0
27850.0,17.0,17.0,,,27850.0
,8.0,8.0,0.2857,0.6713,
40826.0,17.0,17.0,,,40826.0
,5.0,5.0,,,
,14.0,14.0,0.4366,,
,10.0,10.0,,,
34937.0,10.0,10.0,,,34937.0
23404.0,8.0,8.0,,,23404.0
,18.0,18.0,,0.8125,
34558.0,20.0,20.0,,,34558.0
64311.0,30.0,30.0,,,64311.0
26792.0,15.0,15.0,,,26792.0
,6.0,6.0,0.3333,,
33151.0,10.0,10.0,,,33151.0
24941.0,16.0,16.0,,,24941.0
34913.0,17.0,17.0,,,34913.0
17368.0,11.0,11.0,,,17368.0
19499.0,6.0,6.0,,,19499.0
,5.0,5.0,,1.0,
,16.0,16.0,,,
23547.0,31.0,31.0,,,23547.0
,23.0,23.0,,,
23226.0,18.0,18.0,,,23226.0
,14.0,14.0,,,
,,,,,
,20.0,20.0,,,
,13.0,13.0,,,
27209.0,11.0,11.0,,,27209.0
,25.0,25.0,,,
,10.0,10.0,,,
56930.0,18.0,18.0,0.7297,0.7959,56930.0
73997.0,24.0,24.0,0.6219,0.973,73997.0
55552.0,16.0,16.0,,0.2866,55552.0
92405.0,9.0,9.0,0.25,0.7143,92405.0
92405.0,9.0,9.0,0.75,0.8571,92405.0
23906.0,20.0,20.0,,,23906.0
39633.0,13.0,13.0,,,39633.0
26696.0,16.0,16.0,,,26696.0
26696.0,16.0,16.0,,,26696.0
23193.0,20.0,20.0,,,23193.0
24421.0,8.0,8.0,,,24421.0
24421.0,4.0,4.0,,,24421.0
38317.0,37.0,37.0,,,38317.0
32986.0,30.0,30.0,,,32986.0
31141.0,13.0,13.0,,,31141.0
25699.0,15.0,15.0,,,25699.0
31141.0,18.0,18.0,,,31141.0
53085.0,15.0,15.0,,,53085.0
19761.0,16.0,16.0,0.6455,,19761.0
34186.0,17.0,17.0,,,34186.0
28954.0,11.0,11.0,,,28954.0
24707.0,13.0,13.0,,,24707.0
30848.0,21.0,21.0,,,30848.0
29839.0,8.0,8.0,,,29839.0
,25.0,25.0,,,
27330.0,10.0,10.0,,,27330.0
,21.0,21.0,0.3103,,
30803.0,22.0,22.0,,,30803.0
30803.0,11.0,11.0,,,30803.0
36132.0,15.0,15.0,,,36132.0
36920.0,31.0,31.0,,,36920.0
,35.0,35.0,,,
31102.0,26.0,26.0,,,31102.0
34421.0,25.0,25.0,0.0604,,34421.0
38317.0,29.0,29.0,,,38317.0
58561.0,13.0,13.0,,,58561.0
,,,,,
48036.0,7.0,7.0,,,48036.0
63612.0,12.0,12.0,,,63612.0
24879.0,11.0,11.0,,,24879.0
