MD_EARN_WNE_P10,STUFACR,STUFACR,C150_4,ADM_RATE,MD_EARN_WNE_P10
43929.0,20.0,20.0,,,43929.0
79677.0,3.0,3.0,,0.8,79677.0
57550.0,7.0,7.0,0.5561,0.9595,57550.0
41228.0,20.0,20.0,,,41228.0
62696.0,17.0,17.0,0.8325,0.528,62696.0
40054.0,14.0,14.0,,,40054.0
35887.0,10.0,10.0,0.4015,0.5829,35887.0
85569.0,14.0,14.0,0.8342,0.5413,85569.0
39535.0,21.0,21.0,,,39535.0
42588.0,9.0,9.0,,,42588.0
39674.0,14.0,14.0,,,39674.0
78411.0,9.0,9.0,0.9237,0.1178,78411.0
61107.0,10.0,10.0,0.5274,0.5972,61107.0
111027.0,13.0,13.0,,0.12,111027.0
39199.0,16.0,16.0,,,39199.0
48309.0,14.0,14.0,0.5753,0.9549,48309.0
68831.0,8.0,8.0,0.7367,0.6838,68831.0
69039.0,13.0,13.0,0.6777,0.6933,69039.0
46721.0,10.0,10.0,0.6029,0.77,46721.0
45460.0,16.0,16.0,,,45460.0
36312.0,16.0,16.0,,,36312.0
73595.0,15.0,15.0,0.5658,0.964,73595.0
48143.0,9.0,9.0,,1.0,48143.0
62379.0,22.0,22.0,,,62379.0
63548.0,10.0,10.0,0.7432,0.752,63548.0
38242.0,21.0,21.0,,,38242.0
34976.0,47.0,47.0,0.6075,0.8741,34976.0
39991.0,17.0,17.0,,,39991.0
92751.0,7.0,7.0,0.8095,0.5076,92751.0
37827.0,4.0,4.0,0.8929,0.1061,37827.0
36442.0,15.0,15.0,0.5,,36442.0
58289.0,12.0,12.0,0.5207,0.9279,58289.0
58956.0,15.0,15.0,0.5176,0.8382,58956.0
62731.0,12.0,12.0,0.7245,0.7828,62731.0
59950.0,13.0,13.0,0.4764,0.9265,59950.0
17378.0,16.0,16.0,,,17378.0
23438.0,29.0,29.0,,0.8505,23438.0
41527.0,14.0,14.0,0.1481,0.95,41527.0
39108.0,18.0,18.0,,,39108.0
86316.0,11.0,11.0,0.7199,0.823,86316.0
26878.0,6.0,6.0,0.7919,0.5501,26878.0
58832.0,12.0,12.0,0.6074,0.8412,58832.0
55458.0,12.0,12.0,0.3571,0.9691,55458.0
70771.0,2.0,2.0,,0.6667,70771.0
77819.0,16.0,16.0,0.8131,0.6285,77819.0
49131.0,8.0,8.0,0.5664,0.7209,49131.0
48867.0,15.0,15.0,0.3549,0.688,48867.0
62588.0,6.0,6.0,,1.0,62588.0
,5.0,5.0,,,
52055.0,15.0,15.0,0.471,0.8586,52055.0
,22.0,22.0,0.2857,0.925,
,16.0,16.0,0.75,0.5833,
,9.0,9.0,0.1053,0.619,
38830.0,12.0,12.0,,,38830.0
41192.0,7.0,7.0,0.4167,0.8,41192.0
48703.0,14.0,14.0,,,48703.0
39850.0,18.0,18.0,,,39850.0
77789.0,10.0,10.0,0.6922,0.7663,77789.0
41236.0,16.0,16.0,0.5617,0.5984,41236.0
40174.0,17.0,17.0,,,40174.0
67705.0,12.0,12.0,0.612,0.8829,67705.0
,8.0,8.0,,,
65756.0,14.0,14.0,0.5711,0.8889,65756.0
,,,,,
48248.0,17.0,17.0,,,48248.0
56458.0,8.0,8.0,0.6886,0.8394,56458.0
29382.0,7.0,7.0,,0.7222,29382.0
52901.0,10.0,10.0,0.6921,0.5718,52901.0
,,,,,
,,,,,
,,,,,
38899.0,18.0,18.0,,,38899.0
,,,,,
82509.0,8.0,8.0,0.8712,0.1246,82509.0
42285.0,15.0,15.0,,,42285.0
56196.0,11.0,11.0,0.7221,0.8955,56196.0
27916.0,11.0,11.0,,,27916.0
38276.0,12.0,12.0,,,38276.0
,,,,,
70080.0,13.0,13.0,0.5463,0.7572,70080.0
48041.0,11.0,11.0,0.9,0.6509,48041.0
44394.0,15.0,15.0,0.399,1.0,44394.0
,17.0,17.0,0.3333,1.0,
41190.0,16.0,16.0,,,41190.0
44117.0,17.0,17.0,,,44117.0
45248.0,8.0,8.0,,,45248.0
70378.0,14.0,14.0,0.6141,0.8293,70378.0
46145.0,13.0,13.0,0.5435,0.8492,46145.0
22193.0,20.0,20.0,,,22193.0
31519.0,28.0,28.0,0.6936,0.3001,31519.0
38450.0,9.0,9.0,0.4286,0.5,38450.0
54295.0,9.0,9.0,0.7604,0.5045,54295.0
,18.0,18.0,0.2368,0.9556,
20707.0,25.0,25.0,0.8776,,20707.0
,10.0,10.0,0.5652,0.875,
,12.0,12.0,0.0,1.0,
,19.0,19.0,0.1951,1.0,
,39.0,39.0,0.3636,0.9895,
102051.0,12.0,12.0,0.838,0.6451,102051.0
55031.0,13.0,13.0,0.6814,0.995,55031.0
76571.0,13.0,13.0,0.7227,0.6717,76571.0
79042.0,9.0,9.0,0.8973,0.3891,79042.0
,,,,,
50243.0,19.0,19.0,,,50243.0
24022.0,22.0,22.0,,,24022.0
58316.0,10.0,10.0,0.6878,0.7363,58316.0
,,,,,
57214.0,11.0,11.0,0.7298,0.8111,57214.0
58099.0,15.0,15.0,0.5378,0.8427,58099.0
81908.0,13.0,13.0,,0.2222,81908.0
67258.0,11.0,11.0,0.8345,0.635,67258.0
56040.0,14.0,14.0,0.5507,0.7801,56040.0
62909.0,15.0,15.0,0.5354,0.8861,62909.0
64383.0,7.0,7.0,,1.0,64383.0
53603.0,11.0,11.0,0.7162,0.4988,53603.0
40902.0,15.0,15.0,,,40902.0
,8.0,8.0,0.5,1.0,
76079.0,13.0,13.0,0.7648,0.8035,76079.0
69363.0,8.0,8.0,0.8417,0.2554,69363.0
63905.0,12.0,12.0,0.6879,0.7671,63905.0
,,,,,
72122.0,6.0,6.0,,1.0,72122.0
66944.0,12.0,12.0,0.72,0.7305,66944.0
86693.0,18.0,18.0,,,86693.0
69571.0,16.0,16.0,0.6922,0.8467,69571.0
38354.0,19.0,19.0,,,38354.0
50445.0,16.0,16.0,0.543,0.8174,50445.0
47860.0,18.0,18.0,0.4121,0.9491,47860.0
51629.0,14.0,14.0,0.4407,0.8315,51629.0
45030.0,14.0,14.0,0.4323,0.8403,45030.0
69781.0,18.0,18.0,0.5417,0.7317,69781.0
43295.0,12.0,12.0,0.3267,0.8717,43295.0
67979.0,17.0,17.0,0.6556,0.679,67979.0
80596.0,19.0,19.0,0.8279,0.4175,80596.0
70814.0,12.0,12.0,0.7351,0.6771,70814.0
74502.0,19.0,19.0,0.7782,0.4914,74502.0
55763.0,13.0,13.0,0.7147,0.6951,55763.0
64355.0,13.0,13.0,0.6166,0.8167,64355.0
54496.0,18.0,18.0,0.628,0.6794,54496.0
52334.0,13.0,13.0,0.3638,0.8598,52334.0
60236.0,15.0,15.0,0.6866,0.5978,60236.0
54247.0,12.0,12.0,0.6043,0.8458,54247.0
67316.0,16.0,16.0,0.7443,0.7493,67316.0
58073.0,16.0,16.0,0.732,0.5827,58073.0
60386.0,15.0,15.0,0.7487,0.7253,60386.0
57566.0,16.0,16.0,0.6396,0.8256,57566.0
47866.0,9.0,9.0,0.4981,0.8268,47866.0
45092.0,11.0,11.0,0.6694,0.7468,45092.0
,,,,,
58526.0,16.0,16.0,0.4841,0.921,58526.0
56403.0,15.0,15.0,0.6477,0.7024,56403.0
109601.0,9.0,9.0,,,109601.0
54080.0,17.0,17.0,0.2485,,54080.0
95951.0,14.0,14.0,0.7282,0.8033,95951.0
92257.0,8.0,8.0,,,92257.0
29699.0,20.0,20.0,,,29699.0
79164.0,15.0,15.0,0.8343,0.5175,79164.0
39230.0,13.0,13.0,0.1613,0.7826,39230.0
,7.0,7.0,1.0,1.0,
73294.0,,,,,73294.0
40707.0,11.0,11.0,,,40707.0
,34.0,34.0,0.0,0.6429,
53419.0,9.0,9.0,0.6784,0.7131,53419.0
55318.0,9.0,9.0,0.2339,0.6811,55318.0
78493.0,23.0,23.0,,,78493.0
41896.0,21.0,21.0,,,41896.0
88604.0,9.0,9.0,0.8464,0.4651,88604.0
,,,,,
25113.0,15.0,15.0,0.5887,,25113.0
90610.0,13.0,13.0,0.7717,0.2735,90610.0
,7.0,7.0,0.8769,0.1195,
63277.0,11.0,11.0,0.5796,0.809,63277.0
71366.0,7.0,7.0,0.9196,0.1866,71366.0
38857.0,8.0,8.0,0.3034,0.782,38857.0
46459.0,8.0,8.0,0.7384,0.8741,46459.0
74360.0,14.0,14.0,0.6168,0.6854,74360.0
,9.0,9.0,0.8929,0.2077,
51094.0,8.0,8.0,0.5076,0.8768,51094.0
42215.0,20.0,20.0,0.4162,0.9545,42215.0
46822.0,18.0,18.0,,,46822.0
32170.0,21.0,21.0,,,32170.0
36173.0,23.0,23.0,,,36173.0
,16.0,16.0,0.4,,
,10.0,10.0,0.0,0.6441,
41785.0,18.0,18.0,0.1719,,41785.0
,10.0,10.0,0.56,0.7561,
71353.0,7.0,7.0,0.8457,0.6322,71353.0
,8.0,8.0,0.7358,0.8909,
,25.0,25.0,0.875,0.5882,
33234.0,13.0,13.0,,,33234.0
37308.0,16.0,16.0,,,37308.0
51836.0,16.0,16.0,0.7516,0.8308,51836.0
36048.0,14.0,14.0,,,36048.0
47913.0,13.0,13.0,0.475,0.946,47913.0
32519.0,10.0,10.0,,,32519.0
47937.0,12.0,12.0,0.4693,0.9717,47937.0
36654.0,6.0,6.0,0.193,0.4463,36654.0
30591.0,9.0,9.0,,,30591.0
36324.0,14.0,14.0,,,36324.0
43545.0,10.0,10.0,0.3581,0.3989,43545.0
36668.0,12.0,12.0,,,36668.0
58708.0,7.0,7.0,0.4737,0.449,58708.0
34515.0,14.0,14.0,,,34515.0
54886.0,13.0,13.0,0.5561,0.8858,54886.0
38654.0,24.0,24.0,,,38654.0
33357.0,10.0,10.0,,,33357.0
48793.0,11.0,11.0,0.5616,0.6708,48793.0
36977.0,9.0,9.0,,,36977.0
33525.0,12.0,12.0,,,33525.0
37865.0,22.0,22.0,,,37865.0
38412.0,16.0,16.0,0.2548,0.8668,38412.0
33755.0,15.0,15.0,,,33755.0
36444.0,14.0,14.0,,,36444.0
34231.0,12.0,12.0,,,34231.0
36337.0,15.0,15.0,,,36337.0
81400.0,9.0,9.0,0.9163,0.1695,81400.0
97800.0,6.0,6.0,0.9663,0.0635,97800.0
36142.0,6.0,6.0,,,36142.0
55146.0,18.0,18.0,0.6514,0.9234,55146.0
33267.0,10.0,10.0,,,33267.0
40026.0,16.0,16.0,0.4208,0.7415,40026.0
74545.0,11.0,11.0,0.8326,0.7446,74545.0
31861.0,16.0,16.0,,,31861.0
40144.0,18.0,18.0,0.4359,0.8124,40144.0
34139.0,11.0,11.0,,,34139.0
48039.0,11.0,11.0,0.5248,0.7495,48039.0
35386.0,13.0,13.0,,,35386.0
46566.0,10.0,10.0,0.4016,0.8428,46566.0
47590.0,12.0,12.0,0.4941,0.8351,47590.0
33934.0,17.0,17.0,,,33934.0
31644.0,11.0,11.0,,,31644.0
34770.0,7.0,7.0,,,34770.0
30672.0,2.0,2.0,0.0,,30672.0
61389.0,17.0,17.0,0.6817,0.7888,61389.0
33325.0,11.0,11.0,,,33325.0
29307.0,12.0,12.0,,,29307.0
42680.0,11.0,11.0,0.4286,0.2528,42680.0
37310.0,15.0,15.0,,,37310.0
43415.0,10.0,10.0,0.4624,0.6134,43415.0
33866.0,12.0,12.0,,,33866.0
45543.0,11.0,11.0,0.513,0.8289,45543.0
26958.0,15.0,15.0,,,26958.0
32600.0,13.0,13.0,0.2553,0.6377,32600.0
34818.0,16.0,16.0,,0.8635,34818.0
44781.0,11.0,11.0,0.4098,0.742,44781.0
26016.0,11.0,11.0,,,26016.0
34663.0,14.0,14.0,,,34663.0
33035.0,7.0,7.0,,,33035.0
51539.0,10.0,10.0,0.6777,0.7318,51539.0
48050.0,9.0,9.0,0.408,0.7568,48050.0
31102.0,22.0,22.0,0.1627,,31102.0
33298.0,13.0,13.0,,,33298.0
26606.0,6.0,6.0,,,26606.0
32742.0,5.0,5.0,,,32742.0
45151.0,13.0,13.0,0.4172,0.6806,45151.0
47139.0,16.0,16.0,0.4873,0.7459,47139.0
19235.0,16.0,16.0,,,19235.0
34912.0,20.0,20.0,,,34912.0
44440.0,19.0,19.0,0.5668,0.5639,44440.0
44030.0,12.0,12.0,0.5867,0.7431,44030.0
72200.0,17.0,17.0,0.9132,0.1711,72200.0
57289.0,20.0,20.0,0.6996,0.7964,57289.0
48160.0,17.0,17.0,0.5799,0.9194,48160.0
42968.0,14.0,14.0,0.4424,0.8438,42968.0
38357.0,6.0,6.0,0.8169,0.3178,38357.0
68758.0,16.0,16.0,0.8463,0.4717,68758.0
45873.0,12.0,12.0,0.3836,0.6843,45873.0
54967.0,17.0,17.0,0.7428,0.6883,54967.0
30005.0,4.0,4.0,,,30005.0
46643.0,11.0,11.0,0.4286,0.6318,46643.0
43407.0,14.0,14.0,0.4517,0.8974,43407.0
51562.0,14.0,14.0,0.3464,0.6905,51562.0
33274.0,10.0,10.0,,,33274.0
37259.0,15.0,15.0,,,37259.0
57673.0,9.0,9.0,0.6859,0.7127,57673.0
33336.0,9.0,9.0,,,33336.0
29951.0,12.0,12.0,,,29951.0
38342.0,9.0,9.0,0.4348,0.6333,38342.0
29324.0,11.0,11.0,,,29324.0
29036.0,15.0,15.0,,,29036.0
32480.0,14.0,14.0,,,32480.0
34936.0,12.0,12.0,,,34936.0
35730.0,10.0,10.0,0.2035,0.5885,35730.0
44640.0,16.0,16.0,0.6176,0.8749,44640.0
33409.0,8.0,8.0,,,33409.0
31656.0,12.0,12.0,,,31656.0
34409.0,12.0,12.0,0.1375,0.6103,34409.0
26696.0,18.0,18.0,,,26696.0
45606.0,14.0,14.0,0.2768,0.648,45606.0
30284.0,9.0,9.0,,,30284.0
34145.0,10.0,10.0,,,34145.0
36686.0,10.0,10.0,,,36686.0
,9.0,9.0,0.5556,0.8,
36012.0,14.0,14.0,,,36012.0
34241.0,14.0,14.0,,,34241.0
32232.0,10.0,10.0,,,32232.0
34304.0,16.0,16.0,,,34304.0
78158.0,10.0,10.0,0.8964,0.2137,78158.0
41769.0,18.0,18.0,,,41769.0
36260.0,8.0,8.0,0.4486,0.8398,36260.0
,11.0,11.0,,,
34148.0,12.0,12.0,,,34148.0
34195.0,11.0,11.0,,,34195.0
34728.0,7.0,7.0,,,34728.0
32973.0,8.0,8.0,,,32973.0
52649.0,15.0,15.0,0.573,0.8615,52649.0
40672.0,5.0,5.0,,,40672.0
16389.0,22.0,22.0,,,16389.0
45344.0,15.0,15.0,0.4957,0.7339,45344.0
49458.0,16.0,16.0,0.6059,0.8484,49458.0
39080.0,11.0,11.0,0.55,,39080.0
54277.0,14.0,14.0,0.5105,,54277.0
50720.0,13.0,13.0,0.4444,0.7202,50720.0
,5.0,5.0,0.0612,,
27987.0,13.0,13.0,,,27987.0
56621.0,12.0,12.0,0.4885,0.9204,56621.0
49502.0,20.0,20.0,,,49502.0
17008.0,10.0,10.0,,,17008.0
60909.0,14.0,14.0,0.637,0.8139,60909.0
47828.0,14.0,14.0,0.3459,0.7123,47828.0
51759.0,10.0,10.0,0.4487,0.9317,51759.0
63552.0,17.0,17.0,0.6306,0.8328,63552.0
50513.0,10.0,10.0,,,50513.0
40576.0,10.0,10.0,,,40576.0
62203.0,17.0,17.0,0.6317,0.9568,62203.0
44017.0,20.0,20.0,,,44017.0
28488.0,7.0,7.0,0.2105,,28488.0
35604.0,11.0,11.0,0.4074,0.4444,35604.0
32079.0,10.0,10.0,0.3782,,32079.0
25292.0,12.0,12.0,0.1241,,25292.0
52725.0,12.0,12.0,0.4747,0.8345,52725.0
34017.0,6.0,6.0,,,34017.0
,,,,,
36909.0,12.0,12.0,0.2157,0.9386,36909.0
46600.0,16.0,16.0,0.4772,0.8287,46600.0
46600.0,39.0,39.0,,0.8292,46600.0
37453.0,7.0,7.0,0.4,,37453.0
43101.0,4.0,4.0,,,43101.0
34368.0,11.0,11.0,0.4909,1.0,34368.0
31791.0,6.0,6.0,,,31791.0
52928.0,11.0,11.0,0.6023,0.7176,52928.0
42163.0,7.0,7.0,,,42163.0
,6.0,6.0,,,
37032.0,5.0,5.0,,,37032.0
63582.0,7.0,7.0,0.8125,0.551,63582.0
54122.0,9.0,9.0,0.652,0.7704,54122.0
35329.0,13.0,13.0,,,35329.0
49547.0,11.0,11.0,0.4567,0.9629,49547.0
47896.0,16.0,16.0,0.1188,,47896.0
47896.0,17.0,17.0,0.6142,0.7866,47896.0
32568.0,11.0,11.0,0.3043,,32568.0
40264.0,9.0,9.0,,,40264.0
56645.0,20.0,20.0,,,56645.0
42134.0,9.0,9.0,,,42134.0
54143.0,9.0,9.0,0.6108,0.7215,54143.0
87989.0,9.0,9.0,0.8583,0.2741,87989.0
55443.0,16.0,16.0,0.7503,0.6488,55443.0
39168.0,13.0,13.0,0.3037,,39168.0
50672.0,5.0,5.0,,,50672.0
33267.0,21.0,21.0,0.254,0.8883,33267.0
24324.0,5.0,5.0,,,24324.0
34654.0,4.0,4.0,,,34654.0
68303.0,15.0,15.0,0.5342,0.7105,68303.0
55695.0,15.0,15.0,,,55695.0
54810.0,18.0,18.0,0.7205,0.8622,54810.0
40137.0,12.0,12.0,0.1682,,40137.0
54810.0,20.0,20.0,0.2197,,54810.0
54810.0,18.0,18.0,0.1607,,54810.0
39813.0,8.0,8.0,0.322,,39813.0
39584.0,13.0,13.0,0.3172,,39584.0
42509.0,8.0,8.0,0.7313,0.6984,42509.0
32641.0,6.0,6.0,0.8269,0.3624,32641.0
52131.0,16.0,16.0,0.4894,0.8532,52131.0
33552.0,7.0,7.0,,,33552.0
40664.0,10.0,10.0,0.5984,0.9098,40664.0
39435.0,17.0,17.0,,,39435.0
35654.0,11.0,11.0,,,35654.0
31588.0,7.0,7.0,,,31588.0
17789.0,25.0,25.0,,,17789.0
75537.0,15.0,15.0,0.8135,0.7405,75537.0
49351.0,10.0,10.0,0.4191,0.6286,49351.0
67753.0,9.0,9.0,0.8457,0.2196,67753.0
41360.0,24.0,24.0,,,41360.0
40117.0,7.0,7.0,,,40117.0
56996.0,13.0,13.0,0.6544,0.8598,56996.0
51892.0,16.0,16.0,0.493,,51892.0
20907.0,13.0,13.0,,,20907.0
37722.0,9.0,9.0,0.451,0.6379,37722.0
66111.0,7.0,7.0,0.4091,0.75,66111.0
55163.0,17.0,17.0,,,55163.0
47920.0,6.0,6.0,,0.2857,47920.0
51551.0,9.0,9.0,,1.0,51551.0
,,,,,
48466.0,14.0,14.0,0.5447,0.7135,48466.0
54311.0,10.0,10.0,0.5266,0.9314,54311.0
60955.0,14.0,14.0,,,60955.0
37791.0,14.0,14.0,,,37791.0
33079.0,23.0,23.0,,,33079.0
30855.0,8.0,8.0,,,30855.0
34127.0,33.0,33.0,,,34127.0
62860.0,14.0,14.0,0.7818,0.8237,62860.0
58636.0,6.0,6.0,,0.8974,58636.0
22453.0,6.0,6.0,,,22453.0
45388.0,21.0,21.0,0.1103,,45388.0
45388.0,22.0,22.0,0.1385,,45388.0
45388.0,19.0,19.0,0.1232,,45388.0
45388.0,25.0,25.0,0.1232,,45388.0
45388.0,21.0,21.0,0.2422,,45388.0
45388.0,19.0,19.0,0.12,,45388.0
45388.0,19.0,19.0,0.6478,0.8802,45388.0
45388.0,25.0,25.0,0.1579,,45388.0
71830.0,9.0,9.0,0.8727,0.343,71830.0
67492.0,8.0,8.0,0.5,0.3441,67492.0
50417.0,11.0,11.0,0.4201,0.541,50417.0
39612.0,10.0,10.0,,,39612.0
47329.0,7.0,7.0,,,47329.0
41855.0,17.0,17.0,,,41855.0
30389.0,9.0,9.0,,,30389.0
30389.0,8.0,8.0,,,30389.0
38837.0,14.0,14.0,0.2611,,38837.0
48150.0,13.0,13.0,0.5,0.6044,48150.0
48909.0,11.0,11.0,0.5113,0.7756,48909.0
57180.0,9.0,9.0,0.5041,0.8285,57180.0
41495.0,13.0,13.0,,,41495.0
41273.0,2.0,2.0,,,41273.0
65409.0,5.0,5.0,0.5238,0.4619,65409.0
,,,,,
55076.0,12.0,12.0,0.1946,,55076.0
55076.0,14.0,14.0,0.2252,,55076.0
55076.0,15.0,15.0,0.8069,0.8792,55076.0
17832.0,20.0,20.0,,,17832.0
43502.0,5.0,5.0,,,43502.0
75103.0,10.0,10.0,0.6465,0.6341,75103.0
53217.0,12.0,12.0,0.6193,0.7575,53217.0
49555.0,11.0,11.0,0.686,0.8533,49555.0
51509.0,10.0,10.0,0.5083,0.5435,51509.0
35006.0,15.0,15.0,0.5367,,35006.0
48440.0,13.0,13.0,0.5975,0.8639,48440.0
21091.0,7.0,7.0,,,21091.0
38158.0,14.0,14.0,0.2679,,38158.0
21904.0,15.0,15.0,,,21904.0
40004.0,25.0,25.0,,,40004.0
51691.0,15.0,15.0,,,51691.0
49737.0,11.0,11.0,0.4211,0.7853,49737.0
,,,,,
50968.0,24.0,24.0,0.593,,50968.0
58343.0,9.0,9.0,0.8346,0.3487,58343.0
48450.0,15.0,15.0,,,48450.0
51748.0,13.0,13.0,0.5066,0.5242,51748.0
80928.0,13.0,13.0,0.7241,0.5437,80928.0
60409.0,13.0,13.0,,,60409.0
60409.0,17.0,17.0,0.2082,,60409.0
60409.0,15.0,15.0,0.1636,,60409.0
60409.0,15.0,15.0,0.1675,,60409.0
60409.0,27.0,27.0,0.3393,,60409.0
25434.0,14.0,14.0,,,25434.0
18341.0,20.0,20.0,,,18341.0
26989.0,17.0,17.0,,,26989.0
23131.0,14.0,14.0,,,23131.0
60409.0,17.0,17.0,0.8801,0.5272,60409.0
52581.0,13.0,13.0,0.1628,,52581.0
52581.0,17.0,17.0,0.1837,,52581.0
52581.0,18.0,18.0,0.215,,52581.0
52581.0,18.0,18.0,0.1257,,52581.0
52581.0,18.0,18.0,0.6506,0.8652,52581.0
52581.0,15.0,15.0,0.1856,,52581.0
29342.0,12.0,12.0,,,29342.0
71660.0,4.0,4.0,,1.0,71660.0
55624.0,11.0,11.0,0.6605,0.5218,55624.0
53313.0,12.0,12.0,0.6941,0.8368,53313.0
37275.0,16.0,16.0,,,37275.0
21361.0,12.0,12.0,,,21361.0
47914.0,6.0,6.0,,,47914.0
,,,,,
,5.0,5.0,0.3077,0.875,
47765.0,18.0,18.0,0.7727,0.5622,47765.0
68723.0,7.0,7.0,,,68723.0
,14.0,14.0,0.1429,0.9,
21307.0,17.0,17.0,,,21307.0
34726.0,5.0,5.0,,,34726.0
41478.0,16.0,16.0,0.3789,,41478.0
42187.0,7.0,7.0,0.5417,0.9913,42187.0
39596.0,14.0,14.0,0.3518,,39596.0
37558.0,15.0,15.0,0.3035,,37558.0
28806.0,8.0,8.0,,,28806.0
34661.0,20.0,20.0,,,34661.0
34104.0,18.0,18.0,,,34104.0
50030.0,16.0,16.0,0.7627,0.6665,50030.0
35463.0,17.0,17.0,,,35463.0
36612.0,13.0,13.0,,,36612.0
25036.0,6.0,6.0,,,25036.0
35942.0,17.0,17.0,0.4525,0.8284,35942.0
50632.0,17.0,17.0,0.5485,0.9223,50632.0
31675.0,1.0,1.0,,,31675.0
26129.0,9.0,9.0,,,26129.0
48707.0,6.0,6.0,,,48707.0
64080.0,6.0,6.0,0.5,,64080.0
,,,,,
52170.0,3.0,3.0,,,52170.0
56878.0,7.0,7.0,0.4811,0.8508,56878.0
30029.0,6.0,6.0,0.2381,0.875,30029.0
59764.0,14.0,14.0,0.5849,0.7251,59764.0
37988.0,14.0,14.0,,,37988.0
38298.0,19.0,19.0,0.4106,0.4512,38298.0
48491.0,13.0,13.0,0.5097,0.8813,48491.0
,,,,,
54947.0,10.0,10.0,0.5732,0.9393,54947.0
59629.0,11.0,11.0,0.7403,0.5627,59629.0
49500.0,14.0,14.0,0.4378,0.9522,49500.0
49500.0,13.0,13.0,0.4255,0.9985,49500.0
64873.0,11.0,11.0,0.7376,0.8454,64873.0
41544.0,18.0,18.0,0.4897,0.806,41544.0
40006.0,15.0,15.0,0.9897,,40006.0
59841.0,15.0,15.0,0.3394,0.5213,59841.0
54951.0,12.0,12.0,0.5747,,54951.0
40955.0,9.0,9.0,,,40955.0
40118.0,17.0,17.0,0.2469,,40118.0
34117.0,25.0,25.0,,,34117.0
21213.0,15.0,15.0,,,21213.0
48351.0,16.0,16.0,0.3528,0.6994,48351.0
38469.0,24.0,24.0,,,38469.0
44962.0,17.0,17.0,0.314,0.7008,44962.0
38658.0,16.0,16.0,,,38658.0
37224.0,19.0,19.0,,,37224.0
22058.0,7.0,7.0,,,22058.0
15956.0,17.0,17.0,,,15956.0
42051.0,9.0,9.0,0.1525,0.4286,42051.0
33261.0,20.0,20.0,0.2289,,33261.0
36545.0,15.0,15.0,,,36545.0
49944.0,6.0,6.0,0.6497,,49944.0
45379.0,17.0,17.0,0.38,0.9946,45379.0
37566.0,17.0,17.0,,,37566.0
38337.0,23.0,23.0,,,38337.0
44358.0,16.0,16.0,0.2685,0.5642,44358.0
,,,,,
49203.0,15.0,15.0,0.5692,0.9602,49203.0
63126.0,8.0,8.0,,,63126.0
44933.0,17.0,17.0,0.2197,,44933.0
57413.0,18.0,18.0,0.649,0.7063,57413.0
41307.0,17.0,17.0,0.1283,,41307.0
48434.0,15.0,15.0,0.5405,0.4734,48434.0
38146.0,21.0,21.0,,,38146.0
54655.0,9.0,9.0,0.693,0.7039,54655.0
63126.0,16.0,16.0,0.7606,0.7292,63126.0
45634.0,17.0,17.0,0.422,,45634.0
46885.0,17.0,17.0,0.6288,0.7837,46885.0
43166.0,16.0,16.0,0.2508,,43166.0
37555.0,19.0,19.0,,,37555.0
21406.0,14.0,14.0,,,21406.0
41913.0,16.0,16.0,0.4039,0.563,41913.0
35390.0,19.0,19.0,,,35390.0
9656.0,24.0,24.0,,,9656.0
45079.0,22.0,22.0,0.3353,0.7421,45079.0
40391.0,12.0,12.0,0.1548,,40391.0
45744.0,18.0,18.0,0.3913,0.7678,45744.0
39746.0,19.0,19.0,,,39746.0
41067.0,30.0,30.0,,,41067.0
61408.0,10.0,10.0,0.7219,0.6918,61408.0
38248.0,20.0,20.0,,,38248.0
17260.0,16.0,16.0,,,17260.0
33734.0,11.0,11.0,,,33734.0
38375.0,13.0,13.0,,,38375.0
38940.0,15.0,15.0,,,38940.0
40968.0,18.0,18.0,,,40968.0
42886.0,14.0,14.0,,,42886.0
39477.0,11.0,11.0,,,39477.0
23915.0,18.0,18.0,,,23915.0
42362.0,29.0,29.0,,0.9177,42362.0
46639.0,13.0,13.0,0.7619,1.0,46639.0
28483.0,9.0,9.0,,,28483.0
50112.0,13.0,13.0,0.3815,0.9852,50112.0
31115.0,6.0,6.0,0.25,0.3412,31115.0
59761.0,15.0,15.0,0.7147,0.9173,59761.0
23595.0,7.0,7.0,,,23595.0
38075.0,17.0,17.0,,,38075.0
62205.0,13.0,13.0,0.7347,0.6859,62205.0
78638.0,10.0,10.0,0.7066,0.8869,78638.0
41363.0,15.0,15.0,,,41363.0
24421.0,9.0,9.0,,,24421.0
20718.0,6.0,6.0,,,20718.0
24421.0,9.0,9.0,,,24421.0
57436.0,6.0,6.0,0.4,1.0,57436.0
41125.0,20.0,20.0,,,41125.0
47939.0,12.0,12.0,0.3857,0.5338,47939.0
,12.0,12.0,,,
53623.0,12.0,12.0,0.5185,0.6685,53623.0
101028.0,10.0,10.0,,,101028.0
72273.0,15.0,15.0,0.5723,0.9258,72273.0
64010.0,19.0,19.0,0.7004,0.8253,64010.0
61324.0,20.0,20.0,0.7341,0.8629,61324.0
34883.0,9.0,9.0,0.4051,0.9448,34883.0
60583.0,9.0,9.0,0.6613,0.9228,60583.0
33102.0,7.0,7.0,,,33102.0
20551.0,12.0,12.0,,,20551.0
23393.0,7.0,7.0,,,23393.0
22912.0,19.0,19.0,,,22912.0
24106.0,13.0,13.0,,,24106.0
44592.0,17.0,17.0,,,44592.0
57906.0,17.0,17.0,0.5254,0.9309,57906.0
